"","GDPC1","GDPCTPI","FEDFUNDS"
"63",-3.45395976550407,8.02444945980145,9.3233
"64",0.94960483023101,8.79255715701657,11.25
"65",-3.79855038679793,12.1354981040771,12.09
"66",-1.55558401588181,11.9467183490761,9.3467
"67",-4.89902191932217,8.95824118587729,6.3033
"68",2.84798200720715,5.75431774678083,5.42
"69",6.78867298120593,7.00524496632244,6.16
"70",5.35015633235858,6.62306103500825,5.4133
"71",8.89539316022123,4.35953888339746,4.8267
"72",2.92408834983391,3.9666766357664,5.1967
"73",2.1888234334952,5.06819463393899,5.2833
"74",2.88894623820823,6.73803162598876,4.8733
"75",4.69823429055722,6.41830605822271,4.66
"76",7.70182645415076,6.26873062043511,5.1567
"77",7.15308240171595,5.47109165274353,5.82
"78",0.00874299214359553,6.62711933628675,6.5133
"79",1.27461998680545,6.49609730092244,6.7567
"80",15.1659065708714,7.9068367704858,7.2833
"81",4.0019817528723,7.00045823932722,8.1
"82",5.34075841308805,7.82692132735185,9.5833
"83",0.718503454815078,7.39934129659989,10.0733
"84",0.427450851130118,9.54296555958827,10.18
"85",2.96050306993081,8.27068058246354,10.9467
"86",0.999051467926648,7.23200684657286,13.5767
"87",1.25610199575732,8.64662705559738,15.0467
"88",-8.32798427239752,9.38459467159927,12.6867
"89",-0.475671185972004,8.82280707330043,9.8367
"90",7.39099636753693,10.4627682541405,15.8533
"91",7.76191911581137,10.4630014940831,16.57
"92",-2.97529252387676,7.44670717575211,17.78
"93",4.7616464487092,7.69620352044065,17.5767
"94",-4.38217323118977,6.55794170323745,13.5867
"95",-6.26295375576333,5.68868732579126,14.2267
"96",1.82064433549485,5.28114943223876,14.5133
"97",-1.53212762286188,5.5116017486128,11.0067
"98",0.159753189913658,4.03040264427208,9.2867
"99",5.23695804064488,3.18104222718532,8.6533
"100",9.00042638870531,2.95893277521024,8.8033
"101",7.91738146760892,4.22620587109943,9.46
"102",8.25901586499924,2.98387070493789,9.43
"103",7.7436401652335,3.92118463626439,9.6867
"104",6.85214423398008,3.57932271487975,10.5567
"105",3.83778475179355,3.59275926489708,11.39
"106",3.27002575190818,2.79133720727973,9.2667
"107",3.85762764555437,4.06940786080625,8.4767
"108",3.50645140328965,2.36158690441073,7.9233
"109",6.06231254666483,2.64753494436363,7.9
"110",2.96231312564643,2.07057913504336,8.1033
"111",3.71677718024586,1.97309166530744,7.8267
"112",1.79746479456639,1.40135583512695,6.92
"113",3.80977086540071,1.89197075956784,6.2067
"114",2.14219636248245,2.3685009408144,6.2667
"115",2.96903226520584,2.31200124357791,6.22
"116",4.29225732844927,2.70756125910552,6.65
"117",3.45530048071581,3.0740768569288,6.8433
"118",6.80984650839278,2.98818138053001,6.9167
"119",2.06129635538588,3.08310665047067,6.6633
"120",5.22137525498607,3.97420060077103,7.1567
"121",2.33687372096512,4.86571242164828,7.9833
"122",5.29480339677519,3.6675667818777,8.47
"123",4.04586030218752,3.82600060762215,9.4433
"124",3.04147008766122,4.30673753026873,9.7267
"125",2.95258392331164,2.95814998639869,9.0833
"126",0.787428334129459,2.71726989924517,8.6133
"127",4.34747021596849,4.33511257240795,8.25
"128",1.44901941815334,4.45266553945558,8.2433
"129",0.26596128979719,3.44174586463382,8.16
"130",-3.65825582792212,3.04638781213775,7.7433
"131",-1.87586204124344,3.86631590391886,6.4267
"132",3.10677578332559,2.87235684035139,5.8633
"133",2.01626352600144,3.05783535853443,5.6433
"134",1.39183130497358,2.31877706195363,4.8167
"135",4.7601933035196,1.59839171934415,4.0233
"136",4.31393600733401,2.379713741011,3.77
"137",3.93302932509059,1.90905601114366,3.2567
"138",4.14991757511913,2.80831524609724,3.0367
"139",0.667359347424679,2.37312726157057,3.04
"140",2.32170287774807,2.35330863679515,3
"141",1.90408721449842,2.00367759091904,3.06
"142",5.40363819484071,2.34516693658868,2.99
"143",3.86254214825215,2.03936991641136,3.2133
"144",5.38400154898753,1.90358137564495,3.94
"145",2.33133693131933,2.12721078070643,4.4867
"146",4.55602753219395,2.22315504289021,5.1667
"147",1.41627163741234,2.27257357980228,5.81
"148",1.19144660195829,1.95842933816088,6.02
"149",3.38826841354631,1.78776847796556,5.7967
"150",2.70696586479602,1.88491312317716,5.72
"151",2.98472186104988,1.83753608154831,5.3633
"152",6.61651005289912,1.63179194348189,5.2433
"153",3.57204676281455,1.93630812003391,5.3067
"154",4.13217333953568,1.68797299266537,5.28
"155",2.57394383220486,1.78908147159547,5.2767
"156",6.59327355546537,1.98570487384835,5.5233
"157",4.97208383278789,1.18778177826862,5.5333
"158",3.42030933649653,1.43032354739994,5.5067
"159",3.97765867436064,0.406199928012541,5.52
"160",3.68624423425103,1.03501224803431,5.5
"161",4.97992953987776,1.54751414477623,5.5333
"162",6.41307750669213,1.07070985165301,4.86
"163",3.75760159972671,1.07840999942042,4.7333
"164",3.32613275974936,1.80668066771652,4.7467
"165",5.25740583940859,1.53164445318517,5.0933
"166",6.51772549499441,2.09908451165539,5.3067
"167",1.45513944357489,2.65761014993871,5.6767
"168",7.2168353369527,2.39844433338945,6.2733
"169",0.398897547837151,2.49659580255965,6.52
"170",2.37040957414081,2.16101032737974,6.4733
"171",-1.29899095340065,2.73038602816023,5.5933
"172",2.47786621113164,2.65671379289181,4.3267
"173",-1.60461023235712,1.21178831317899,3.4967
"174",1.10772220653317,1.2878761187924,2.1333
"175",3.29926493928028,1.06510116684682,1.7333
"176",2.45446390538291,1.58245126368648,1.75
"177",1.61086684243159,1.78328040517819,1.74
"178",0.52228194674413,2.31967329459017,1.4433
"179",2.06157101517519,2.15523292417998,1.25
"180",3.55764316441167,1.36725654205136,1.2467
"181",6.61262413570398,2.29096532923876,1.0167
"182",4.5897496531758,2.31153276249145,0.9967
"183",2.28512624440214,2.85645438503366,1.0033
"184",3.10288895264534,3.23365503733832,1.01
"185",3.74738037878046,2.52687998544303,1.4333
"186",4.06735993459932,3.07103235961357,1.95
"187",4.41903010845479,3.056889943025,2.47
"188",1.94169754208602,2.91426830330757,2.9433
"189",3.13020815626146,3.75890182852316,3.46
"190",2.265286424322,3.17339652067332,3.98
"191",5.3586102790149,2.78985089362571,4.4567
"192",0.981130666094288,3.52240315910706,4.9067
"193",0.601372464753069,2.91844412361826,5.2467
"194",3.36068937299032,1.51941564150953,5.2467
"195",1.17267480368426,3.98461510999937,5.2567
"196",2.54562067871973,2.52930630877444,5.25
"197",2.40200016607588,1.68741113259046,5.0733
"198",2.43117276807467,1.93326334637725,4.4967
"199",-1.63304691655597,1.72344934573694,3.1767
"200",2.28265582417038,1.44827377213872,2.0867
"201",-2.11314351206227,3.08770639366251,1.94
"202",-8.82911723370157,0.720838644012645,0.5067
"203",-4.69028138189458,0.109487514896145,0.1833
"204",-0.67752603272595,-0.551953782457559,0.18
"205",1.445106400989,0.244470444600609,0.1567
"206",4.24919806247175,1.46789155558515,0.12
"207",1.99522946597881,1.0105091985551,0.1333
"208",3.85220946961127,1.85919564297556,0.1933
"209",3.08068282833887,1.45208844945941,0.1867
"210",2.07299968575185,2.28600448263307,0.1867
"211",-0.964826951214093,1.95671929771031,0.1567
"212",2.70304930293293,2.87849088202243,0.0933
"213",-0.155098716258095,2.11187501959778,0.0833
"214",4.46173609319018,0.511031867043599,0.0733
"215",3.25838393861488,2.38427894722797,0.1033
"216",1.81929636875822,1.66057926451977,0.1533
"217",0.698920941505321,2.45608139879998,0.1433
"218",0.439111158374317,1.69523816919082,0.16
"219",3.45618358645652,1.56152664945068,0.1433
"220",0.557152674964101,1.20068023325786,0.1167
"221",3.1541451025781,2.14355407990858,0.0833
"222",2.83461642601139,2.25696486290303,0.0867
"223",-1.40289621971519,1.61545605556874,0.0733
"224",5.10381553111614,2.27391093546423,0.0933
"225",4.6329128419238,1.83832177155345,0.09
"226",1.79195373659695,0.288277219840083,0.1
"227",3.24009622203789,-0.0461103960240905,0.11
"228",2.31330359590558,2.26464501459134,0.1233
"229",1.29140379025685,0.976997174990046,0.1367
"230",0.584510113119308,-0.0266830576975963,0.16
"231",2.349803965798,-0.224970812154979,0.36
"232",1.20773012522548,2.67239137232416,0.3733
"233",2.39726355406447,1.2030084255823,0.3967
"234",1.98263351148995,2.16986461921245,0.45
"235",1.88328375447782,2.01239902252297,0.7
"236",2.2328158457853,1.32109390128221,0.95
"237",2.86630575502684,2.15882327804628,1.1533
"238",3.74402242588801,2.64451563426391,1.2033
"239",3.03983607430212,2.40033752369868,1.4467
"240",3.32181232793047,3.07654568578819,1.7367
"241",1.923179543234,1.77896426881681,1.9233
"242",0.891572973829824,1.96179587067462,2.22
"243",2.38404245165285,1.11723386791418,2.4033
"244",3.15918912896009,2.28935897069924,2.3967
"245",2.73263972334021,1.36024273588227,2.19
"246",1.87200313658025,1.50085996432914,1.6433
"247",-5.24861582376417,1.59050151237814,1.26
"248",-37.4485448690848,-1.51259645007364,0.06
"249",29.1050986040347,3.57785715004937,0.0933
"250",4.43641364877081,2.19427921818891,0.09
"251",6.08897788735661,4.21811170697168,0.08
"252",6.50972695014005,5.89627254154124,0.07
"253",2.27729751753714,5.78714091390715,0.09
"254",6.66723797413695,6.88989975830729,0.08
"255",-1.58590965401118,7.88025943105737,0.12
"256",-0.577324747915497,8.53253117335591,0.77
