"","GDPC1","GDPCTPI","FEDFUNDS"
"4",8.92046616548896,1.1505867965786,3.0833
"5",0.282141836156313,1.68318589577741,3.5767
"6",1.1379360621433,1.55490963536078,3.99
"7",8.89130182881388,0.750991953634106,3.9333
"8",-2.16212641894984,1.42542354812907,3.6967
"9",1.95291002963245,1.73264619365465,2.9367
"10",-5.16684039780131,1.74908182495113,2.2967
"11",2.6905490208911,0.477868762409273,2.0033
"12",6.73275532794975,0.787237468956725,1.7333
"13",7.60558144923635,0.83325923654165,1.6833
"14",7.76846520426986,0.926448731997986,2.4
"15",7.07171380260831,1.98816977362739,2.4567
"16",3.59842085579274,1.10813191616739,2.6067
"17",4.88411226651024,0.940678897875991,2.8467
"18",1.31344751161606,0.961905504752636,2.9233
"19",4.34263865091964,1.96353830475235,2.9667
"20",4.46348949902386,0.349619810737956,2.9633
"21",8.69846930496152,0.442413527069441,3.33
"22",2.61385084311101,2.59801423639399,3.4533
"23",8.34534384338426,1.50007387692153,3.4633
"24",4.33139861536418,1.17305509448364,3.49
"25",6.20088954584119,1.97033447255723,3.4567
"26",1.23358331630143,1.7104276468487,3.5767
"27",9.56375898590665,1.72580455055389,3.9767
"28",5.021540840211,1.87629268274581,4.08
"29",8.79559333487947,1.80018305642236,4.0767
"30",9.11159297424788,2.64056902991587,4.1667
"31",9.62029439513827,2.42377815852208,4.56
"32",1.36407931112075,3.59736486277438,4.9133
"33",3.37335572413195,3.49996764329337,5.41
"34",3.26824025300638,3.25363759107731,5.5633
"35",3.52661826253069,1.6599770515608,4.8233
"36",0.245116132755641,2.40228080087341,3.99
"37",3.76669290075498,3.57658458235726,3.8933
"38",3.00475451024695,4.40526122946068,4.1733
"39",8.07595083848298,4.33653783519343,4.79
"40",6.62798097495809,4.45411345287425,5.9833
"41",3.08787322369497,3.81645284009444,5.9467
"42",1.5701942404398,5.52706726188035,5.9167
"43",6.21197556387756,3.98667774117776,6.5667
"44",1.21413675673381,5.24145430783456,8.3267
"45",2.63336947392645,5.6564832101003,8.9833
"46",-1.95555079326937,4.96805484800635,8.94
"47",-0.594324112815769,5.47162714726426,8.5733
"48",0.567317502452624,5.73158624504426,7.8867
"49",3.66932183694217,3.2675848029541,6.7067
"50",-4.30968600929305,5.20590949821429,5.5667
"51",10.7190568744926,6.01596354186764,3.8567
"52",2.15864514086235,5.30985177379506,4.5667
"53",3.27839670465551,4.01960510051058,5.4767
"54",0.942025219584508,3.28733234080154,4.75
"55",7.28901806224442,6.37539003555876,3.5467
"56",8.97758515882288,2.43048188771731,4.3
"57",3.75980192004448,3.60985876811064,4.7433
"58",6.64237693435723,4.50850107985037,5.1467
"59",9.77871637278867,5.04894712297208,6.5367
"60",4.33111703976081,6.56978749469062,7.8167
"61",-2.10914500036523,7.55719161200403,10.56
"62",3.77895717997063,6.87291347675867,9.9967
